Level	Date and Time	Source	Event ID	Task Category
Error	2020/02/16 01:08:19	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/15 21:52:49	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/15 20:49:28	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/15 19:02:24	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/14 20:55:34	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/14 17:52:09	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/14 16:59:02	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/14 16:47:40	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/14 16:47:38	ACPI	13	None	: The embedded controller (EC) did not respond within the specified timeout period. This may indicate that there is an error in the EC hardware or firmware or that the BIOS is accessing the EC incorrectly. You should check with your computer manufacturer for an upgraded BIOS. In some situations, this error may cause the computer to function incorrectly.
Error	2020/02/14 13:42:39	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/14 13:26:39	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/14 12:55:27	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/14 12:35:06	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/14 11:27:20	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/14 11:01:53	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/14 00:59:24	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/14 00:45:25	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/14 00:44:55	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/14 00:44:25	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/14 00:44:12	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/14 00:44:08	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/13 23:43:56	VDS Basic Provider	5	None	Cannot zero sectors on disk \\?\PhysicalDrive1. Error code: 5@0101000F
Error	2020/02/13 22:36:19	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/13 22:22:18	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/13 22:21:49	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/13 22:21:20	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/13 22:21:06	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/13 22:21:02	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/13 22:21:04	EventLog	6008	None	The previous system shutdown at 20:20:22 on ‎13/‎02/‎2020 was unexpected.
Error	2020/02/13 19:53:47	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/13 19:53:18	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/13 19:52:48	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/13 19:52:23	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/13 19:52:19	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/13 19:52:12	volmgr	46	None	Crash dump initialization failed!
Error	2020/02/13 19:52:21	EventLog	6008	None	The previous system shutdown at 19:46:03 on ‎13/‎02/‎2020 was unexpected.
Error	2020/02/13 19:47:30	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/13 19:46:04	Service Control Manager	7000	None	"The ImControllerService service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/13 19:46:00	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/13 19:45:33	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/02/13 19:45:33	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/02/13 19:45:33	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/02/13 19:45:33	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/02/13 19:45:33	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/02/13 19:45:33	Microsoft-Windows-DistributedCOM	10010	None	The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Error	2020/02/13 19:45:33	Microsoft-Windows-DistributedCOM	10010	None	The server {209500FC-6B45-4693-8871-6296C4843751} did not register with DCOM within the required timeout.
Error	2020/02/13 19:43:34	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/13 19:43:04	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/13 19:42:35	Service Control Manager	7000	None	"The System Interface Foundation Service service failed to start due to the following error: 
The system cannot find the file specified."
Error	2020/02/13 19:42:14	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/13 19:16:57	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/13 18:33:13	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/13 18:09:16	BTHUSB	5	None	The Bluetooth driver expected an HCI event with a certain size but did not receive it.
Error	2020/02/13 18:09:14	ACPI	13	None	: The embedded controller (EC) did not respond within the specified timeout period. This may indicate that there is an error in the EC hardware or firmware or that the BIOS is accessing the EC incorrectly. You should check with your computer manufacturer for an upgraded BIOS. In some situations, this error may cause the computer to function incorrectly.
